index,sentence,sentence_clean,flesch,syllables,words,ave_syllables
22225,hockey hall of fame montreal canadiens legend guy carbonneau finally gets call years after hanging up skates,hockey hall fame montreal canadiens legend guy carbonneau finally gets call years hanging skates,-64.22,51,17,3.0
22250,norse code podcast episode when james harrison calls you out for playing dirty featuring benjamin allbright ,norse code podcast episode james harrison calls playing dirty featuring benjamin allbright,-64.22,51,17,3.0
11132,nfl schedule seattle seahawks philadelphia eagles week matchup flexed out of prime time here the new time for the big battle,nfl schedule seattle seahawks philadelphia eagles week matchup flexed out prime time new time big battle,-64.25,62,21,2.9523809523809526
3255,alexander vindman soviet emigre and decorated s army officer wanted to be as american as can be now the president questions his motives ,alexander vindman soviet emigre decorated army officer wanted to american as president questions motives,-64.27,70,24,2.9166666666666665
1996,arctic blast to arrive tonight bringing four days of bitter winds and freezing temperatures that will break hundreds of cold weather records and could see chilliest veteran day ever,arctic blast arrive tonight bringing four days bitter winds freezing temperatures will break hundreds cold weather records could see chilliest veteran day ever,-64.73,83,29,2.8620689655172415
3878,a florida mansion designed to look like the former home of the romanov tsars just hit the market for million here a look inside fort lauderdale golden palace ,florida mansion designed look like the former home romanov tsars hit the market million look inside fort lauderdale golden palace,-64.73,83,29,2.8620689655172415
2169,a ceo who worked with hillary clinton to mentor female leaders across the world reveals habits all women should adopt immediately to get ahead in the workplace,ceo worked hillary clinton mentor female leaders across world reveals habits women adopt immediately get ahead workplace,-64.97,78,27,2.888888888888889
5370,mixed race mother reveals strangers question whether she related to her fair skinned daughter including suspicious church goer who asked the girl is this your mummy ,mixed race mother reveals strangers question whether related her fair skinned daughter including suspicious church goer asked girl mummy,-64.97,78,27,2.888888888888889
712,how uconn sophomore olivia nelson ododa is adding new dimensions to her game including three point shot ,uconn sophomore olivia nelson ododa adding new dimensions to game including three point shot,-65.23,54,18,3.0
2809,from salvador dali to tom selleck pictures to inspire anyone growing mustache for men health issues for movember,salvador dali tom selleck pictures inspire anyone growing mustache men health issues movember,-65.23,54,18,3.0
5006,a harry potter fan transformed his bedroom into dumbledore office and the before and after photos are magical,harry potter fan transformed bedroom dumbledore office photos magical,-65.23,54,18,3.0
8000,the history of daca is full of tennessee voices now its future hinges on looming supreme court decision,history daca full tennessee voices future hinges looming supreme court decision,-65.23,54,18,3.0
8027,miami dolphins coach brian flores not thinking about long term plans and damaging goal of drafting franchise quarterback,miami dolphins coach brian flores not thinking about long term plans damaging goal drafting franchise quarterback,-65.23,54,18,3.0
11761,a decommissioned nuclear missile complex in arizona that was abandoned for decades is now on sale for ,decommissioned nuclear missile complex arizona abandoned for decades sale,-65.23,54,18,3.0
13943, it ridiculously hard to make startup succeed hartford new medtech accelerator is focused on improving those odds,ridiculously hard make startup succeed hartford new medtech accelerator focused on improving odds,-65.23,54,18,3.0
14140,former browns gm michael lombardi says titans were split between marcus mariota and ryan tannehill ahead of season,former browns gm michael lombardi says titans split marcus mariota and ryan tannehill ahead season,-65.23,54,18,3.0
14772,mayor lightfoot seeks to reduce fines for using pot in public and stop impounding cars with marijuana inside,mayor lightfoot seeks reduce fines using pot public stop impounding cars marijuana inside,-65.23,54,18,3.0
15407,port canaveral touts record cruise revenue as it sets sights on expansion ahead of new carnival disney ships,port canaveral touts record cruise revenue sets sights expansion ahead new carnival disney ships,-65.23,54,18,3.0
16816,review at staropolska in new britain huge portions of hearty authentic polish fare great for cold winter night,review staropolska new britain huge portions hearty authentic polish fare great cold winter night,-65.23,54,18,3.0
19569,kayaking pumpkin carving and canvassing look at the more than events presidential campaigns hosted in iowa last month,kayaking pumpkin carving and canvassing look events presidential campaigns hosted iowa last month,-65.23,54,18,3.0
10,pro disqualified from school for failing to sign scorecard,pro disqualified school failing sign scorecard,-65.5,28,9,3.111111111111111
103,greensboro police respond to two shootings just hours apart,greensboro police respond two shootings hours apart,-65.5,28,9,3.111111111111111
154, secrets behind walt disney world magical holiday decorations,secrets behind walt disney world magical holiday decorations,-65.5,28,9,3.111111111111111
293,the giudice family reunites and more icymi celeb news,giudice family reunites icymi celeb news,-65.5,28,9,3.111111111111111
383,coworkers secretly raise money to buy fedex employee car,coworkers secretly raise money buy fedex employee car,-65.5,28,9,3.111111111111111
455,how einstein greatest theory has evolved over the century,einstein greatest theory evolved century,-65.5,28,9,3.111111111111111
509,semiconductor stocks are in bubble territory these analysts say,semiconductor stocks bubble territory analysts say,-65.5,28,9,3.111111111111111
516,red wings filip hronek developing knack for agitating opponents,red wings filip hronek developing knack agitating opponents,-65.5,28,9,3.111111111111111
620,michael bloomberg ego is an agent of socialist change,michael bloomberg ego is agent socialist change,-65.5,28,9,3.111111111111111
808,senators artem anisimov placed on ir with injured groin,senators artem anisimov placed ir injured groin,-65.5,28,9,3.111111111111111
