text,flesch,words,syllables,label
 harryl hermione looked ready to fling her arms around him again but harry was glad she held herself in as his head was still very sore ,-45.27,15,42,0
 oh harry we were sure you were going to dumbledore was so worried the whole school talking about it said ron ,-45.27,15,42,0
 what really happened it was one of those rare occasions when the true story is even more strange and exciting than the wild rumors ,-56.55,15,44,0
harry told them everything quirrell the mirror the stone and voldemort ,-40.19,10,28,0
ron and hermione were very good audience they gasped in all the right places and when harry told them what was under quirrell turban hermione screamed out loud ,-74.63,18,56,0
 so the stone gone said ron finally ,-35.12,5,14,0
 flamel just going to die that what said but dumbledore thinks that what was it ,-37.3,9,25,0
 to the well organized mind death is but the next great adventure always said he was off his rocker said ron looking quite impressed at how crazy his hero was ,-60.22,21,61,0
 so what happened to you two said harry ,-18.2,5,13,0
 well got back all right said hermione ,-24.85,6,16,0
 brought ron round that took while and we were dashing up to the owlery to contact dumbledore when we met him in the entrance hall he already knew he just said harry gone after him hasn he and hurtled off to the third floor you think he meant you to do it said ron ,-50.36,32,85,0
 sending you your fathers cloak and everything well hermione exploded if he did mean to say that terrible you could have been killed no it isn said harry thoughtfully ,-69.93,18,55,0
 he a funny man dumbledore ,-50.01,3,9,0
i think he sort of wanted to give me chance ,-10.75,6,15,0
i think he knows more or less everything that goes on here you know ,-12.78,8,20,0
i reckon he had pretty good idea we were going to try and instead of stopping us he just taught us enough to help ,-33.99,15,40,0
i don think it was an accident he let me find out how the mirror worked ,-12.78,8,20,0
it almost like he thought had the right to face voldemort if could ,-44.51,8,23,0
 yeah dumbledore off his rocker all right said ron proudly ,-44.51,8,23,0
 listen you ve got to be up for the end of year feast tomorrow ,-38.95,6,17,0
the points are all in and slytherin won of course you missed the last quidditch match we were steamrollered by ravenclaw without you but the food ll be good at that moment madam pomfrey bustled over ,-66.63,23,68,0
 you ve had nearly fifteen minutes now out she said firmly ,-44.51,8,23,0
 k after good night sleep harry felt nearly back to normal ,0.3,9,21,0
 want to go to the feast he told madam pomfrey as she straightened his many candy boxes ,-23.9,12,31,0
 can can i professor dumbledore says you are to be allowed to go she said sniffily as though in her opinion professor dumbledore didn realize how risky feasts could be ,-92.97,19,63,0
 and you have another visitor oh good said harry ,-41.98,7,20,0
 who is it hagrid sidled through the door as he spoke ,-29.9,7,19,0
as usual when he was indoors hagrid looked too big to be allowed ,-78.24,7,23,0
he sat down next to harry took one look at him and burst into tears ,-14.81,10,25,0
 it all my ruddy fault he sobbed his face in his hands ,-5.73,7,17,0
 told the evil git how ter get past fluffy ,18.94,8,17,0
i told him ,36.62,1,2,0
it was the only thing he didn know an told him ,32.56,5,10,0
yeh could ve died ,-8.72,4,10,0
all fer dragon egg ,12.43,4,9,0
i ll never drink again ,-50.01,3,9,0
i should be chucked out an made ter live as muggle hagrid said harry shocked to see hagrid shaking with grief and remorse great tears leaking down into his beard ,-58.8,25,71,0
 hagrid he have found out somehow this is voldemort we re talking about he have found out even if you hadn told him yeh could ve died sobbed hagrid ,-68.49,16,49,0
 an don say the name voldemort harry bellowed and hagrid was so shocked he stopped crying ,-35.06,11,30,0
 ve met him and m calling him by his name ,12.43,4,9,0
please cheer up hagrid we saved the stone it gone he can use it ,-46.7,9,26,0
have chocolate frog ve got loads ,-51.02,4,12,0
 hagrid wiped his nose on the back of his hand and said that reminds me ,-29.9,7,19,0
i ve got yeh present it not stoat sandwich is it said harry anxiously and at last hagrid gave weak chuckle ,-39.63,15,41,0
 nah ,36.62,1,2,0
dumbledore gave me the day off yesterday ter fix it ,-41.98,7,20,0
 course he shoulda sacked me instead anyway got eh this it seemed to be handsome leather covered book ,-79.3,14,45,0
harry opened it curiously ,-72.17,4,13,0
it was full of wizard photographs ,-50.01,3,9,0
smiling and waving at him from every,-29.87,4,11,0
j r w ,119.19,3,3,0
n harry potter the worst birthday not for the first time an argument had broken out over breakfast at number four privet drive ,-45.27,15,42,0
mr vernon dursley had been woken in the early hours of the morning by loud hooting noise from his nephew harry room ,-49.09,14,40,0
 third time this week he roared across the table ,-53.05,6,18,0
 if you can control that owl it ll have to go harry tried yet again to explain ,-14.81,10,25,0
 she bored he said ,-21.81,3,8,0
 she used to flying around outside ,-53.05,6,18,0
if could just let her out at night do look stupid snarled uncle vernon bit of fried egg dangling from his bushy mustache ,-33.99,15,40,0
 know what happen if that owl let out he exchanged dark looks with his wife petunia ,-34.13,13,35,0
harry tried to argue back but his words were drowned by long loud belch from the dursleys son dudley ,-17.07,15,37,0
 want more bacon there more in the frying pan sweetums said aunt petunia turning misty eyes on her massive son ,-53.65,13,38,0
 we must build you up while we ve got the chance ,-1.28,5,12,0
 ,121.22,1,1,0
i don like the sound of that school food ,-24.85,6,16,0
 nonsense petunia never went hungry when was at smeltings said uncle vernon heartily ,-65.82,11,34,0
 dudley gets enough don you son dudley who was so large his bottom drooped over either side of the kitchen chair grinned and turned to harry ,-54.27,17,49,0
 pass the frying pan you ve forgotten the magic word said harry irritably ,-31.73,10,27,0
the effect of this simple sentence on the rest of the family was incredible dudley gasped and fell off his chair with crash that shook the whole kitchen mrs dursley gave small scream and clapped her hands to her mouth mr dursley jumped to his feet veins throbbing in his temples ,-54.82,33,89,0
 meant please said harry quickly ,-52.04,5,15,0
 didn mean what have told you thundered his uncle spraying spit over the table about saying the word in our house but how dare you threaten dudley roared uncle vernon pounding the table with his fist ,-62.95,23,67,0
 just warned you ,-47.98,1,3,0
i will not tolerate mention of your abnormality under this roof harry stared from his purple faced uncle to his pale aunt who was trying to heave dudley to his feet ,-60.22,21,61,0
 all right said harry all right uncle vernon sat back down breathing like winded rhinoceros and watching harry closely out of the corners of his small sharp eyes ,-37.21,23,60,0
ever since harry had come home for the summer holidays uncle vernon had been treating him like bomb that might go off at any moment because harry potter wasn a normal boy ,-40.88,23,61,0
as matter of fact he was as not normal as it is possible to be ,-24.85,6,16,0
harry potter was wizard wizard fresh from his first year at hogwarts school of witchcraft and wizardry ,-27.62,13,34,0
and if the dursleys were unhappy to have him back for the holidays it was nothing to how harry felt ,-18.5,9,23,0
he missed hogwarts so much it was like having constant stomachache ,-67.15,6,19,0
he missed the castle with its secret passageways and ghosts his classes though perhaps not snape the potions master the mail arriving by owl eating banquets in the great hall sleeping in his four poster bed in the tower dormitory visiting the gamekeeper hagrid in his cabin next to the forbidden forest in the grounds and especially quidditch the most popular sport in the wizarding world six tall goal posts four flying balls and fourteen players on broomsticks ,-104.33,55,166,0
all harry spellbooks his wand robes cauldron and top of the line nimbus two thousand broomstick had been locked in cupboard under the stairs by uncle vernon the instant harry had come home ,-58.8,25,71,0
what did the dursleys care if harry lost his place on the house quidditch team because he hadn practiced all summer ,-47.14,13,37,0
what was it to the dursleys if harry went back to school without any of his homework done ,-23.9,12,31,0
the dursleys were what wizards called muggles not drop of magical blood in their veins and as far as they were concerned having wizard in the family was matter of deepest shame ,-55.83,18,52,0
uncle vernon had even padlocked harry owl hedwig inside her cage to stop her from carrying messages to anyone in the wizarding world ,-55.83,18,52,0
harry looked nothing like the rest of the family ,-38.95,6,17,0
uncle vernon was large and neckless with an enormous black mustache aunt petunia was horse faced and bony dudley was blond pink and porky ,-52.89,19,54,0
harry on the other hand was small and skinny with brilliant green eyes and jet black hair that was always untidy ,-15.62,16,39,0
he wore round glasses and on his forehead was thin lightning shaped scar ,-40.19,10,28,0
it was this scar that made harry so particularly unusual even for wizard ,-56.1,9,27,0
